id,Zip Code,area,age_con,sex,ethnicity,,,,,,,q44,q45,q46,q48,q50,q51_1,q51_2,q51_3,q52_1,,q52_2,,q52_3,,q52_4,,q52_5,,q52_6,,q52_7,,q52_8,,q52_9,,q52_10,,,sts,trust,conspiracy,complexity,open,conscie,extrav,agreeab,neuro
2654,85742,urban,57,Male,White/Caucasian,4,4,3,Married or Partnered,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,Fire in Washington state made us have to evacuate.,Inflation has made everything way more expensive that it should be,,Medium impact,2,No impact,0,High impact,3,Low impact,1,Low impact,1,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,1,21,1.6666666,11,12,11,18,10,18,11
2655,0,urban,35,Female,White/Caucasian,6,5,3,Married or Partnered,Other,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,Covid,Global warming,Gas prices,High impact,3,High impact,3,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,No impact,0,Medium impact,2,6,27,2.6666667,5,15,17,11,10,17,17
2658,85207,urban,44,Female,Hispanic,6,3,4,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Inflation,Gas Price,Healthcare expensive,High impact,3,High impact,3,High impact,3,High impact,3,Low impact,1,High impact,3,High impact,3,Low impact,1,Low impact,1,Low impact,1,9,19,2.6666667,5,12,11,15,15,19,21
2660,85712,urban,25,Male,Black/African-American,8,5,2,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,The Ukraine War,The Border Crisis in the US,,High impact,3,Medium impact,2,No impact,0,No impact,0,Low impact,1,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,1,30,3.3333333,7,10,15,13,11,15,15
2661,86314,rural,45,Female,White/Caucasian,4,2,6,Married or Partnered,Employed Full-time,3,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,Cost of living,Good price,Gas,Medium impact,2,High impact,3,High impact,3,High impact,3,Low impact,1,No impact,0,High impact,3,High impact,3,Low impact,1,No impact,0,7,14,3,7,9,14,16,10,13,10
2662,85037,urban,61,Female,White/Caucasian,8,5,3,Widowed,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,Covid,,,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,High impact,3,14,28,2.6666667,16,16,18,21,17,19,7
2663,85730,rural,59,Male,Asian,5,3,1,Single,Retired,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,Covid,Rigged elections,Country turning into crap,Medium impact,2,Medium impact,2,Low impact,1,No impact,0,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,Low impact,1,7,26,3,7,8,12,16,12,18,13
2664,85201,urban,22,Female,Black/African-American,3,3,6,Single,Other,0,Did not vote,That there is no great gap between rich and poor,Autocracy,Neither,Neither,Covid 19,,,High impact,3,High impact,3,High impact,3,High impact,3,No impact,0,No impact,0,High impact,3,High impact,3,No impact,0,Low impact,1,7,18,2.3333333,5,11,21,17,10,20,17
2666,85086,rural,39,Male,White/Caucasian,4,3,3,Single,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,My personal crisis of having a stroke.,,,Medium impact,2,No impact,0,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,No impact,0,Low impact,1,Medium impact,2,6,24,2,12,13,16,15,13,16,12
2667,85383,urban,65,Female,White/Caucasian,8,6,2,Married or Partnered,Retired,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,hawaii,economic,,Medium impact,2,Medium impact,2,High impact,3,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,7,19,3.6666667,10,15,12,18,17,13,7
2668,85142,urban,56,Female,Asian,9,5,2,Married or Partnered,Employed Part-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,none,,,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,26,3.6666667,5,9,10,16,10,17,9
2669,85295,urban,47,Male,White/Caucasian,9,5,3,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,Inflation of goods during Covid,,,Medium impact,2,No impact,0,Low impact,1,No impact,0,Low impact,1,No impact,0,Medium impact,2,High impact,3,No impact,0,Medium impact,2,7,26,2.3333333,10,15,18,17,16,13,15
2670,85051,rural,36,Male,White/Caucasian,2,3,1,Single,Unemployed,0,Did not vote,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,Sending me to a mental facility to ruin my career,Sending me to a mental facility to ruin my career,Sending me to a mental facility to ruin my career,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,High impact,3,No impact,0,No impact,0,No impact,0,3,20,1,17,8,17,21,7,15,3
2671,85029,urban,60,Female,White/Caucasian,7,2,3,Seperated,Employed Full-time,3,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,Climate change,Wild fires,,Medium impact,2,Medium impact,2,High impact,3,Medium impact,2,High impact,3,High impact,3,Medium impact,2,High impact,3,Low impact,1,Medium impact,2,11,23,4,8,15,17,17,13,19,16
2673,86326,rural,50,Male,White/Caucasian,7,3,2,Seperated,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Covid,,,Medium impact,2,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,Medium impact,2,No impact,0,No impact,0,2,22,3.3333333,8,14,18,17,17,18,19
2674,85712,urban,49,Female,White/Caucasian,8,5,2,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Covid-19âs,Roe vs Wade,,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,Low impact,1,Low impact,1,Low impact,1,High impact,3,Medium impact,2,Medium impact,2,9,33,4,8,16,14,12,13,13,12
2675,85730,urban,72,Female,White/Caucasian,10,5,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,Covid,Inflation,climate change,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,6,13,3.3333333,8,14,9,18,11,14,9
2676,85379,urban,35,Female,White/Caucasian,9,5,6,Married or Partnered,Employed Full-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,COVID,,,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,No impact,0,Low impact,1,Low impact,1,High impact,3,Low impact,1,No impact,0,6,24,3.6666667,6,11,6,18,10,19,12
2678,85142,urban,22,Male,Hispanic,1,2,1,Single,Employed Full-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,Pandemic,Economic collapse,,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,High impact,3,High impact,3,High impact,3,Medium impact,2,13,29,2.6666667,7,14,18,20,15,21,7
2679,85209,urban,67,Female,White/Caucasian,6,6,2,Married or Partnered,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,inflation,,,High impact,3,High impact,3,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,7,23,3.6666667,9,14,13,21,11,19,13
2680,85711,urban,51,Female,White/Caucasian,10,6,4,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,Climate change,,,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,No impact,0,No impact,0,Medium impact,2,Low impact,1,Low impact,1,Medium impact,2,6,27,2.6666667,6,17,14,19,12,19,8
2681,85206,rural,32,Male,Black/African-American,8,5,3,Single,Other,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Covid,,,Medium impact,2,Medium impact,2,Low impact,1,No impact,0,Low impact,1,No impact,0,Low impact,1,High impact,3,Low impact,1,No impact,0,5,26,3.6666667,8,14,11,14,11,18,6
2682,85351,urban,46,Female,White/Caucasian,5,4,1,Single,Employed Full-time,3,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Hurricane,Hawaii fire,Trump arrested,High impact,3,High impact,3,Medium impact,2,High impact,3,High impact,3,High impact,3,High impact,3,Low impact,1,No impact,0,High impact,3,10,33,3.6666667,5,14,15,20,20,19,8
2684,85234,urban,72,Male,White/Caucasian,6,4,2,Married or Partnered,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Fuel costs.   Gasoline has doubled since Biden took office,,,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,0,20,4.3333335,10,9,14,15,14,14,11
2685,86442,urban,59,Female,White/Caucasian,6,5,4,Married or Partnered,Other,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Covid,Trump nonsense,,High impact,3,Medium impact,2,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,High impact,3,No impact,0,No impact,0,4,21,3.6666667,9,17,13,15,17,12,4
2686,85204,urban,29,Male,Hispanic,7,4,5,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Covid-19,,,High impact,3,Low impact,1,Medium impact,2,Low impact,1,No impact,0,Low impact,1,Low impact,1,High impact,3,No impact,0,Low impact,1,6,32,2,6,14,18,21,10,21,18
2687,85710,urban,64,Female,White/Caucasian,5,5,1,Seperated,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,The fentanyl crisis it took my only child,,,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,7,25,2,11,13,18,13,19,20,5
2689,85015,urban,66,Male,White/Caucasian,1,2,1,Single,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Inflation,Economy,Covid 19,High impact,3,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,High impact,3,No impact,0,3,23,4.3333335,9,14,20,18,20,21,21
2690,86301,rural,65,Male,Native American,5,4,3,Married or Partnered,Retired,3,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Climate change,Covid,Russin invasion,High impact,3,Medium impact,2,Medium impact,2,High impact,3,Medium impact,2,High impact,3,No impact,0,Medium impact,2,High impact,3,High impact,3,11,22,2,9,15,11,15,11,10,11
2691,85255,urban,57,Female,White/Caucasian,9,4,2,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That there is no great gap between rich and poor,Democracy,Neither,Democracy,it hasn't,,,Medium impact,2,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,15,35,1.6666666,8,15,18,19,17,18,20
2692,85254,urban,81,Male,White/Caucasian,6,3,1,Widowed,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,climate change,inflation,,Medium impact,2,Medium impact,2,High impact,3,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,Low impact,1,No impact,0,2,23,4.3333335,8,15,14,17,13,18,7
2695,85710,urban,84,Female,White/Caucasian,1,2,1,Widowed,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,Tornado,Hurricane,Mini tornado,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,No impact,0,Medium impact,2,High impact,3,11,26,3.6666667,6,14,19,21,14,21,19
2696,85308,urban,74,Male,White/Caucasian,5,2,2,Married or Partnered,Retired,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,war in Ukraine,inflation,food prices,High impact,3,High impact,3,No impact,0,Low impact,1,High impact,3,Medium impact,2,Low impact,1,High impact,3,Low impact,1,Medium impact,2,9,24,1.6666666,13,9,13,17,11,11,11
2697,85705,urban,59,Female,White/Caucasian,1,4,1,Seperated,Retired,1,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Neither,Neither,Nothing,,,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,9,18,3.3333333,11,14,12,12,12,12,12
2699,85373,urban,79,Female,White/Caucasian,2,3,1,Widowed,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,anxiety,anger,frustration,Low impact,1,No impact,0,High impact,3,No impact,0,No impact,0,High impact,3,No impact,0,Low impact,1,Medium impact,2,No impact,0,6,26,4.3333335,8,15,17,18,16,19,14
2700,85340,urban,49,Male,White/Caucasian,10,6,1,Seperated,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Immigration.,,,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,10,28,2.6666667,10,12,15,13,13,13,13
2702,85044,urban,68,Female,White/Caucasian,6,3,1,Widowed,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Covid,,,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,High impact,3,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,10,19,4.3333335,5,16,15,19,15,18,6
2703,85648,urban,57,Female,Hispanic,3,2,5,Seperated,Employed Full-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Autocracy,Hawaii wildfires,China floods,Atlantic hurricane,High impact,3,Medium impact,2,Medium impact,2,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,11,36,3,9,13,15,15,21,15,13
2704,85142,rural,64,Female,White/Caucasian,6,4,2,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Climate change,,,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,11,26,3,5,18,17,21,17,16,5
2707,85257,urban,75,Male,White/Caucasian,1,5,1,Single,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Increased cost of housing and electricity,,,High impact,3,Low impact,1,Low impact,1,Low impact,1,No impact,0,No impact,0,High impact,3,Low impact,1,Low impact,1,No impact,0,5,21,3.6666667,5,13,10,13,8,17,17
2709,85710,urban,59,Male,Hispanic,8,6,4,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,Massive Inflation,,,High impact,3,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,Medium impact,2,3,27,3.6666667,10,9,15,15,14,12,9
2710,85706,rural,59,Female,Other,6,3,2,Married or Partnered,Unemployed,2,Democratic (Ruling Party),That there is no great gap between rich and poor,Democracy,Democracy,Democracy,Covid,,,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,7,22,3.3333333,9,16,14,18,14,18,8
2711,85653,urban,48,Female,White/Caucasian,3,2,4,Married or Partnered,Retired,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,None,,,High impact,3,Medium impact,2,No impact,0,High impact,3,No impact,0,No impact,0,High impact,3,No impact,0,No impact,0,No impact,0,3,16,2.3333333,9,5,11,13,7,15,21
2712,85031,urban,43,Female,Hispanic,3,1,5,Married or Partnered,Other,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Autocracy,Neither,Inflation,High gas prices,Healthcare system,High impact,3,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,No impact,0,No impact,0,5,23,2,12,16,13,18,6,19,20
2713,85396,rural,54,Female,White/Caucasian,4,2,4,Married or Partnered,Unemployed,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Autocracy,Neither,Autocracy,Covid,Fires,earthquakes,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,10,27,3,9,11,14,19,16,21,13
2715,85032,urban,54,Male,White/Caucasian,9,6,3,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,My health,Covid crisis,,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,10,28,3.6666667,7,15,15,18,15,17,14
2716,85209,urban,52,Male,White/Caucasian,7,6,5,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,NA,,,High impact,3,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,High impact,3,No impact,0,No impact,0,No impact,0,3,28,2.6666667,10,8,9,17,13,17,15
2717,85044,urban,46,Female,White/Caucasian,8,6,3,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,None really,,,Low impact,1,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,No impact,0,Low impact,1,1,23,2.3333333,5,16,11,19,15,18,12
2718,86314,urban,55,Female,White/Caucasian,1,3,2,Seperated,Retired,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,Economy,Medical,Weather,High impact,3,High impact,3,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,7,22,2.3333333,16,13,17,13,11,11,17
2719,85388,urban,42,Female,White/Caucasian,7,2,5,Married or Partnered,Other,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Autocracy,Hurricane Idalia,,,High impact,3,Medium impact,2,No impact,0,No impact,0,No impact,0,No impact,0,Medium impact,2,No impact,0,No impact,0,Low impact,1,3,24,1.6666666,10,12,13,18,7,17,19
2720,85308,urban,34,Female,White/Caucasian,4,3,2,Single,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Covid-19,,,High impact,3,No impact,0,High impact,3,Medium impact,2,No impact,0,Medium impact,2,High impact,3,High impact,3,Medium impact,2,No impact,0,10,21,2.6666667,8,18,20,17,3,16,21
2721,85742,urban,52,Female,White/Caucasian,8,6,6,Married or Partnered,Employed Full-time,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,Healthcare,Elections,,High impact,3,High impact,3,Low impact,1,Low impact,1,No impact,0,No impact,0,Low impact,1,Medium impact,2,No impact,0,Low impact,1,4,24,3,9,14,19,20,11,17,12
2722,85132,rural,60,Male,White/Caucasian,7,4,3,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,inflation,biden elected,,High impact,3,Medium impact,2,No impact,0,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,5,18,3,13,8,9,20,15,13,4
2726,85345,urban,33,Female,Hispanic,4,2,5,Married or Partnered,Unemployed,1,Did not vote,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,Weather,Fires,Mud slides,Medium impact,2,Medium impact,2,High impact,3,Medium impact,2,No impact,0,Medium impact,2,High impact,3,High impact,3,No impact,0,No impact,0,8,23,4.3333335,5,14,15,20,15,20,10
2727,85345,rural,45,Female,White/Caucasian,1,2,6,Single,Employed Part-time,0,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,Influation,,,High impact,3,High impact,3,High impact,3,High impact,3,No impact,0,No impact,0,High impact,3,Medium impact,2,No impact,0,No impact,0,5,7,3,7,11,7,13,14,11,18
2728,85254,urban,35,Female,White/Caucasian,7,6,3,Single,Employed Full-time,2,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,COVID,Mental health,Gires,High impact,3,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,No impact,0,High impact,3,Low impact,1,Medium impact,2,8,28,2.6666667,8,16,21,19,18,14,17
2729,85702,urban,39,Male,White/Caucasian,9,6,5,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,For me I will say the fight in Afghanistan over the years has out enough fear in me,And the recent fight between Russia and Ukraine is very troubling and disturbing,And as well it is very hard to pin point certain things as I fear that it is very much important,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,No impact,0,Low impact,1,5,29,1,5,18,21,21,14,21,3
2730,85020,urban,75,Male,White/Caucasian,6,4,2,Married or Partnered,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Inflation is hurting us financially,various weather related issues that are affecting us.,,High impact,3,Medium impact,2,High impact,3,Low impact,1,Medium impact,2,Low impact,1,No impact,0,Low impact,1,Low impact,1,Low impact,1,4,26,3.6666667,8,14,10,15,7,14,18
2732,85303,urban,34,Female,Hispanic,3,2,3,Single,Employed Full-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Rent increase,,,High impact,3,High impact,3,Low impact,1,Low impact,1,No impact,0,No impact,0,High impact,3,Medium impact,2,Low impact,1,Medium impact,2,8,19,3,12,16,21,17,12,14,21
2733,85364,rural,48,Male,White/Caucasian,5,6,3,Single,Employed Full-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,na,na,na,Low impact,1,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Low impact,1,Medium impact,2,Medium impact,2,7,17,4.3333335,7,13,14,18,15,20,8
2735,85382,urban,62,Female,White/Caucasian,8,3,2,Married or Partnered,Employed Full-time,3,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,Covid,,,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,9,19,3,10,13,13,19,13,19,12
2736,85937,rural,33,Female,White/Caucasian,7,0,6,Married or Partnered,Employed Full-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,Death tolls going up more than ever,Covid virus,,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,15,32,2.3333333,10,14,21,21,15,21,7
2738,85215,urban,28,Female,White/Caucasian,8,5,2,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,Covid,Climate change,Mental health issues,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,Low impact,1,Low impact,1,No impact,0,High impact,3,Low impact,1,Low impact,1,6,25,3.3333333,8,15,11,16,11,18,19
2739,85730,urban,43,Male,White/Caucasian,2,3,6,Married or Partnered,Unemployed,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,COVID,Death,Money,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,High impact,3,Medium impact,2,High impact,3,14,22,3,5,16,16,11,10,15,16
2740,86001,rural,18,Female,White/Caucasian,7,3,4,Single,Other,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,NA,NA,NA,Medium impact,2,No impact,0,Low impact,1,No impact,0,No impact,0,No impact,0,Low impact,1,Medium impact,2,Low impact,1,No impact,0,4,28,1.6666666,8,13,17,19,13,8,6
2741,85388,urban,40,Female,White/Caucasian,6,3,5,Married or Partnered,Other,0,Republican (Opposing Party),That there is no great gap between rich and poor,Democracy,Neither,Neither,None,,,Medium impact,2,Low impact,1,No impact,0,Medium impact,2,Medium impact,2,Medium impact,2,Low impact,1,No impact,0,Medium impact,2,Medium impact,2,7,23,2.6666667,15,11,15,12,14,18,18
2742,85233,urban,49,Female,Hispanic,8,5,4,Married or Partnered,Unemployed,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,Pandemic,Inflation,Job loss,High impact,3,High impact,3,No impact,0,Low impact,1,Low impact,1,Medium impact,2,High impact,3,High impact,3,Low impact,1,Low impact,1,10,34,4.3333335,10,9,11,16,12,14,9
2743,85023,urban,40,Female,White/Caucasian,6,4,3,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,Maui fires,09. Nov,Election of Biden,Medium impact,2,Medium impact,2,High impact,3,Medium impact,2,No impact,0,Low impact,1,Medium impact,2,Low impact,1,Medium impact,2,Medium impact,2,8,23,4,11,8,18,19,19,19,7
2744,85381,rural,34,Female,Hispanic,5,4,5,Single,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Autocracy,Neither,Inflation/recession,Ukraine receiving free money from the U.S government,Democrats allowing violent crimes to happen without prosecution,High impact,3,High impact,3,Medium impact,2,Low impact,1,High impact,3,Medium impact,2,High impact,3,High impact,3,Medium impact,2,Medium impact,2,12,28,1.3333334,16,8,15,15,11,16,13
2745,86303,urban,64,Female,White/Caucasian,6,4,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,"The horrible situation of Mr Trump, who is not a leader and is not appropriate to run our country",High costs of goods and services. Inflation,,Medium impact,2,Medium impact,2,No impact,0,Medium impact,2,Low impact,1,High impact,3,No impact,0,Medium impact,2,No impact,0,No impact,0,5,21,2.6666667,5,13,11,14,13,19,11
2746,85040,urban,40,Male,White/Caucasian,8,6,5,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,No comments,,,Medium impact,2,High impact,3,High impact,3,Medium impact,2,High impact,3,Medium impact,2,Medium impact,2,Medium impact,2,Medium impact,2,High impact,3,11,27,3.3333333,18,19,15,12,12,13,14
2748,85635,rural,34,Female,White/Caucasian,3,3,1,Single,Employed Full-time,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,Economy,Homelessness,Inflation,Medium impact,2,High impact,3,Medium impact,2,High impact,3,High impact,3,Medium impact,2,High impact,3,High impact,3,High impact,3,High impact,3,14,26,2.6666667,14,8,19,18,16,20,18
