Respondent ID,Respondant Zip Code,Urban or Rural,Age,Gender,Ethnicity,Income Re-scaled see document for re-scaling,Education Re-scaled see document for rescaling,Household size Re-scaled see document for rescaling,Marital,Employment Simple,Elections: I think elections are fair and reliable Re-scaled see document for rescaling,"Last Election: Didn't Vote 0, Democrat 1, Republican 2",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live? ,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions? ,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled: 0=no impact 3=high impact,Energy Crisis Re-scaled 0=no impact 3=high impact,Climate Change Re-scaled 0=no impact 3=high impact,Lack of Natural Resources Re-scaled 0=no impact 3=high impact,Militarty Conflicts Re-scaled 0=no impact 3=high impact,Interstate Conflicts Re-scaled 0=no impact 3=high impact,Employment and Livelihood Re-scaled 0=no impact 3=high impact,Infectious Disease Re-scaled 0=no impact 3=high impact,AI Re-scaled 0=no impact 3=high impact,Cybersecurity Re-scaled 0=no impact 3=high impact,Composite Crisis Score (Sum of all Crisis Scores),Systems Thinking Score 0-36,Trust Score 1-5,Conspiracy 5-20,Complexity 5-20,Openness 3-21,Conscienciousness 3-21,Extroversion 3-21,Agreeableness 3-21,Neuroticism 3-21
1458,85224,Urban,63,Female,White,4,6,2,Seperated,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,3,0,3,3,0,0,1,0,13,32,4.3333335,8,18,18,21,20,12,20
2308,85308,Urban,40,Female,White,1,2,4,Seperated,Employed Full-time,0,2,That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Autocracy,2,3,2,1,0,0,1,3,0,0,12,36,1,9,13,18,20,15,18,14
1707,85705,Urban,68,Female,White,1,3,2,Married,Other,2,2,That there is a well-functioning social system,Democracy,Neither,Neither,1,1,1,1,1,1,1,1,0,1,9,18,3,15,17,18,14,14,14,14
2309,85029,Urban,32,Female,Native American,5,3,6,Married,Employed Full-time,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,2,3,2,1,1,1,0,1,0,2,13,24,3.6666667,15,12,18,21,16,21,4
1514,85015,Urban,67,Male,Black,2,4,1,Widowed,Unemployed,2,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,2,1,3,1,0,2,0,1,1,0,11,21,2.3333333,5,13,19,12,15,13,12
2245,85035,Urban,21,Female,White,4,3,3,Married,Unemployed,0,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,0,2,0,0,0,2,1,1,0,8,22,3.6666667,5,12,19,13,8,19,21
2721,85742,Urban,52,Female,White,8,6,6,Married,Employed Full-time,2,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,1,1,0,0,1,2,0,1,12,24,3,9,14,19,20,11,17,12
1708,0,Rural,70,Female,White,7,3,1,Widowed,Retired,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,1,0,1,1,0,2,0,1,10,34,5,12,7,20,21,20,21,6
2076,85234,Urban,55,Female,White,6,5,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,3,3,0,2,0,2,0,0,13,28,2.6666667,5,17,21,21,21,19,7
2391,85716,Rural,36,Female,Hispanic,1,2,5,Single,Unemployed,0,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,0,0,1,0,0,0,0,3,0,0,4,0,2.3333333,5,5,3,9,9,9,9
2487,85390,Rural,69,Female,White,7,2,2,Married,Retired,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,0,0,1,0,0,0,1,1,1,7,17,4.6666665,5,12,6,17,10,13,3
1917,85338,Urban,51,Female,White,8,6,2,Single,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,1,2,1,2,0,0,0,1,12,26,2,8,10,7,14,9,15,9
2212,85233,Urban,53,Male,White,4,6,1,Single,Employed Full-time,2,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,2,3,1,2,1,1,1,0,0,14,28,1.3333334,9,17,8,21,5,9,14
2528,85051,Urban,23,Male,Asian,8,4,4,Single,Unemployed,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,0,1,0,0,0,2,1,0,0,6,17,2.6666667,12,11,8,14,12,11,18
2345,85340,Rural,58,Female,White,8,5,2,Married,Retired,1,2,That there is no great gap between rich and poor,Democracy,Neither,Democracy,3,0,0,0,2,2,0,0,0,1,8,24,1.3333334,5,8,9,12,7,9,12
1581,86409,Rural,38,Male,White,1,2,3,Seperated,Unemployed,0,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Neither,0,0,0,0,1,3,0,0,0,0,4,9,2,5,5,9,7,10,13,16
1498,85249,Urban,27,Male,Black,9,3,3,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,0,2,0,0,0,0,1,0,2,7,25,3.3333333,6,16,9,18,6,21,11
1749,85712,Urban,21,Male,White,1,2,1,Single,Unemployed,1,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,0,0,0,0,0,0,3,0,0,3,34,5,7,14,9,18,15,13,18
1820,85373,Urban,66,Male,White,6,5,2,Married,Retired,1,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,2,2,0,1,1,1,0,0,0,2,9,23,1.3333334,8,9,9,9,9,15,10
2178,85251,Urban,80,Female,White,8,6,2,Married,Retired,3,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,1,2,3,2,0,0,0,3,0,0,11,19,5,8,17,9,17,17,12,4
2716,85209,Urban,52,Male,White,7,6,5,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,0,1,0,0,0,3,0,0,0,7,28,2.6666667,10,8,9,17,13,17,15
2180,85635,Urban,52,Female,White,2,2,3,Married,Employed Full-time,2,1,That there is a well-functioning social system,Democracy,Neither,Neither,3,3,0,0,0,0,2,1,0,0,9,20,2.6666667,8,11,10,15,16,14,13
2476,86442,Urban,77,Female,White,4,3,1,Widowed,Retired,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,1,0,1,0,0,0,1,0,2,7,23,3.3333333,13,11,10,13,17,15,16
1639,85305,Urban,35,Female,Hispanic,8,3,5,Married,Employed Full-time,1,0,That there is a well-functioning social system,Autocracy,Neither,Neither,0,0,0,0,0,1,0,1,1,0,3,17,4.3333335,6,13,11,16,12,14,10
2711,85653,Urban,48,Female,White,3,2,4,Married,Retired,0,2,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,0,3,0,0,3,0,0,0,11,16,2.3333333,9,5,11,13,7,15,21
2647,85757,Rural,41,Female,Asian,8,5,2,Seperated,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Autocracy,Neither,Autocracy,3,2,0,0,0,0,2,1,0,0,8,25,1.6666666,10,13,11,15,6,19,14
1978,85283,Urban,71,Male,White,5,5,2,Married,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,1,1,1,0,1,1,0,10,24,2.3333333,11,11,11,20,14,19,11
2195,85032,Urban,55,Female,White,4,3,3,Seperated,Other,1,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,2,0,2,0,1,1,1,0,11,27,3.3333333,5,16,12,21,7,14,15
2293,85296,Rural,50,Male,White,10,5,4,Married,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,2,3,0,2,0,1,0,0,1,1,10,26,3.6666667,6,11,12,19,12,16,11
2588,85138,Urban,49,Male,White,6,5,1,Single,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,1,1,1,1,0,1,0,1,9,18,3.6666667,8,12,12,18,14,17,10
2331,86005,Rural,36,Male,Hispanic,7,5,6,Married,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,3,0,1,1,0,0,1,1,0,1,8,23,2.6666667,10,9,12,19,17,15,10
2866,85323,Urban,27,Male,Hispanic,4,3,2,Single,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,1,0,1,0,0,0,2,1,0,0,5,18,3,11,14,12,14,18,16,10
1597,86440,Rural,76,Male,White,4,3,1,Widowed,Retired,1,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,3,3,0,2,0,2,0,1,0,0,11,20,3.6666667,11,8,12,18,9,13,8
2445,85351,Urban,78,Male,White,3,5,3,Married,Retired,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,0,2,0,2,0,1,0,0,10,18,4.6666665,15,10,12,14,14,18,13
2623,85641,Rural,56,Male,White,8,6,4,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,0,3,0,3,0,0,0,12,18,1.3333334,16,10,12,21,17,12,9
2171,85742,Urban,69,Female,White,5,5,2,Married,Employed Part-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,1,0,0,0,0,0,2,0,1,4,23,4.3333335,5,13,13,19,13,18,7
2574,85719,Urban,64,Female,White,9,6,2,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,1,0,0,1,0,2,0,0,5,36,5,5,18,13,17,9,16,15
1984,85014,Urban,20,Male,Hispanic,5,3,2,Married,Employed Full-time,1,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,1,2,0,0,0,1,1,0,1,8,24,3.6666667,7,13,13,14,10,16,12
2376,85033,Urban,75,Female,White,7,3,2,Widowed,Retired,2,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,1,1,1,2,1,0,0,2,0,1,9,28,3,8,16,13,16,8,16,7
2609,85303,Urban,30,Male,White,7,5,2,Single,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,0,1,0,0,1,1,0,1,9,18,2.6666667,9,9,13,21,14,11,7
2719,85388,Urban,42,Female,White,7,2,5,Married,Other,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Autocracy,3,2,0,0,0,0,2,0,0,1,8,24,1.6666666,10,12,13,18,7,17,19
1606,85713,Urban,28,Male,White,2,3,3,Single,Other,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,2,2,3,2,1,0,0,2,1,0,13,24,2.6666667,12,14,13,16,12,16,12
1566,85710,Urban,69,Female,White,5,5,2,Seperated,Retired,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,2,1,0,1,0,2,0,0,10,21,3.6666667,5,16,14,17,14,17,10
2302,85382,Rural,56,Female,White,7,3,2,Married,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,3,0,1,1,1,0,0,1,1,11,22,2.3333333,7,10,14,16,17,15,13
2156,0,Rural,76,Female,White,4,4,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,2,1,1,1,1,0,2,0,0,8,20,4,8,15,14,20,16,19,4
2323,86314,Rural,76,Female,White,7,2,2,Married,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,0,1,0,1,0,0,1,1,8,25,4.3333335,8,9,14,18,13,19,10
1657,85298,Urban,47,Male,White,10,5,3,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,1,1,2,2,1,1,1,1,0,0,10,21,3.6666667,5,16,15,18,12,16,15
2255,85339,Urban,72,Male,White,5,3,2,Married,Retired,3,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,1,1,1,0,1,1,0,1,0,1,7,23,3.6666667,5,15,15,17,11,16,8
1756,85712,Urban,36,Male,Black,6,6,1,Single,Other,1,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,1,2,0,0,0,0,2,0,1,0,6,18,2,6,17,15,14,16,17,12
2544,85001,Urban,22,Male,White,9,2,5,Single,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,1,1,1,1,1,1,0,0,8,22,3.3333333,6,15,15,16,17,21,6
2709,85710,Urban,59,Male,Hispanic,8,6,4,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,3,0,0,0,0,1,0,0,0,2,6,27,3.6666667,10,9,15,15,14,12,9
2749,85029,Urban,28,Female,White,4,3,2,Single,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,0,0,0,0,3,0,0,0,7,32,2,11,13,15,20,19,11,7
2263,85379,Urban,42,Female,White,8,6,6,Married,Employed Part-time,1,2,That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,3,2,0,1,1,1,1,1,0,0,10,27,3,12,6,15,18,19,14,17
2090,85296,Rural,33,Female,Black,7,4,2,Married,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,0,0,0,0,1,1,1,0,0,5,26,3.3333333,13,11,15,20,9,19,7
1501,86429,Urban,69,Female,White,8,5,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,2,1,1,0,0,1,1,1,10,21,3.6666667,5,13,16,20,13,20,5
2201,85390,Rural,23,Male,White,8,3,3,Single,Employed Part-time,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,1,0,0,2,0,1,0,11,28,4,6,15,16,16,12,16,14
1815,85283,Urban,53,Male,Black,5,5,3,Seperated,Employed Full-time,0,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,0,0,0,0,0,2,1,0,0,5,23,4.3333335,6,13,16,21,14,18,8
1451,85212,Urban,66,Female,White,5,2,3,Married,Retired,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,0,0,0,1,1,1,0,0,6,27,2.6666667,8,6,16,19,14,18,12
2555,0,Urban,77,Male,White,9,6,2,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,1,1,0,2,0,0,11,32,4,8,16,16,16,13,14,7
2589,85743,Urban,55,Female,White,1,3,3,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,2,1,1,1,0,1,1,0,10,23,3.3333333,11,16,16,18,13,18,11
1728,85210,Urban,55,Male,White,7,3,1,Single,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,1,0,1,1,1,0,0,12,23,3,5,17,17,20,6,13,7
1793,85023,Urban,48,Female,Hispanic,3,2,4,Seperated,Other,1,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,0,0,1,3,1,0,0,3,0,0,8,22,1.3333334,12,11,17,18,20,8,16
1735,85017,Urban,56,Female,White,7,4,4,Married,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,3,3,0,2,0,0,3,0,0,0,11,36,1.3333334,16,15,17,21,11,14,3
2670,85051,Rural,36,Male,White,2,3,1,Single,Unemployed,0,0,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,0,0,0,0,0,0,3,0,0,0,3,20,1,17,8,17,21,7,15,3
2275,85710,Urban,68,Male,White,2,5,5,Married,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,2,0,1,1,0,0,1,11,29,3.6666667,10,7,18,15,11,14,12
1675,85382,Urban,67,Male,White,3,4,3,Married,Retired,2,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,1,1,0,0,0,0,3,0,0,7,27,1.6666666,14,13,18,21,18,21,3
2807,85937,Rural,54,Male,White,8,5,1,Seperated,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,0,0,0,0,0,0,2,1,0,5,34,4,5,15,19,20,18,17,4
1899,85712,Urban,42,Male,White,1,5,2,Married,Other,2,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,0,1,3,1,0,1,0,1,1,0,8,28,4,7,18,19,15,7,19,9
1929,85249,Urban,59,Female,White,10,6,2,Married,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,2,2,0,0,0,0,2,0,1,9,33,3.6666667,8,14,19,20,12,16,4
1447,86406,Urban,72,Male,White,8,4,2,Married,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,2,0,0,0,1,0,1,1,0,1,6,27,4.3333335,10,11,19,19,17,18,4
2689,85015,Urban,66,Male,White,1,2,1,Single,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,0,1,0,0,0,0,0,3,0,7,23,4.3333335,9,14,20,18,20,21,21
1989,85008,Urban,52,Female,White,1,2,1,Seperated,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,0,3,2,1,1,0,2,0,0,12,36,1.6666666,5,15,21,15,12,12,21
1609,85308,Urban,72,Female,White,1,2,1,Seperated,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,0,3,1,0,2,0,1,0,0,7,31,4.6666665,5,17,21,18,21,19,7
1849,85122,Rural,27,Female,White,7,2,5,Married,Other,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,1,1,0,1,1,1,1,0,0,9,25,2.3333333,7,14,21,14,13,21,19
1694,85023,Urban,24,Female,Asian,6,2,5,Married,Unemployed,1,0,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,3,3,0,0,0,0,3,0,0,0,9,27,3,7,12,21,18,13,13,19
1465,85008,Urban,52,Female,White,1,2,1,Seperated,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,0,1,2,0,1,0,2,0,0,8,16,1.3333334,8,13,21,18,18,15,21
2099,86406,Rural,64,Female,White,2,5,5,Married,Retired,1,2,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,3,3,0,2,1,2,0,1,0,0,12,17,3,13,7,21,17,19,14,14
2802,85040,Urban,33,Male,Black,1,3,3,Married,Employed Part-time,0,0,That there is no great gap between rich and poor,Democracy,Neither,Neither,0,0,0,0,0,0,3,0,0,0,3,36,1,15,14,21,15,15,21,3
1533,86336,Rural,62,Male,White,6,5,2,Married,Retired,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,1,1,0,0,0,0,0,1,0,1,4,22,2.3333333,5,12,5,21,15,9,4
2532,85653,Urban,67,Female,White,9,2,2,Married,Retired,2,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,0,1,3,3,1,1,0,1,0,0,10,24,2.3333333,7,13,6,16,7,16,15
2080,0,Urban,59,Female,White,4,5,2,Married,Unemployed,2,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,1,0,0,0,0,1,1,0,0,5,28,4.3333335,5,16,9,16,4,21,8
1449,85741,Urban,35,Female,Hispanic,3,2,2,Single,Unemployed,3,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,0,2,1,0,1,0,1,0,0,6,15,4.3333335,8,15,9,16,9,13,5
2879,85204,Urban,19,Male,White,2,1,1,Single,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,0,0,0,0,0,0,2,0,0,0,2,31,1.3333334,9,13,9,9,10,9,3
1798,85048,Urban,66,Female,White,6,5,3,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,1,0,0,0,0,0,1,1,5,24,2.6666667,10,13,9,17,9,20,4
2499,85225,Urban,42,Male,White,8,5,1,Single,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,1,2,1,1,0,0,0,1,1,9,20,3.3333333,5,14,10,17,10,17,8
2610,85338,Urban,46,Male,White,7,6,4,Married,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,0,0,0,0,0,0,0,2,0,5,18,3.6666667,7,6,10,20,11,16,8
2635,0,Rural,82,Male,White,7,6,1,Seperated,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,1,0,1,0,0,0,0,1,0,1,4,14,3,10,13,10,14,9,14,7
2170,85331,Urban,75,Female,White,5,5,2,Married,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,0,1,0,0,0,1,0,1,6,18,2.6666667,10,10,11,15,11,15,14
2291,85305,Urban,58,Female,White,7,2,2,Married,Employed Part-time,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,1,0,1,0,0,0,1,0,1,6,13,2.3333333,5,8,12,14,13,16,14
2359,85131,Rural,74,Male,White,8,5,3,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,0,2,0,0,0,0,2,0,0,6,20,2.6666667,5,15,12,16,18,18,8
1505,85032,Urban,62,Male,White,8,5,2,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,2,1,0,0,1,0,1,11,28,2.3333333,5,16,13,20,9,17,10
1762,85374,Urban,73,Male,White,8,3,3,Married,Retired,3,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,0,0,0,0,0,0,0,2,0,0,2,9,4.3333335,5,14,13,19,10,19,8
2536,86001,Urban,74,Male,White,4,6,2,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,0,3,1,0,0,0,1,0,1,7,25,4.3333335,5,16,13,12,9,14,9
1718,85281,Urban,50,Female,White,10,6,3,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,1,0,0,1,0,1,0,0,5,20,4.6666665,5,14,13,21,16,16,12
2186,85364,Rural,42,Male,Native American,8,6,4,Married,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,1,0,1,0,0,1,0,0,1,5,27,3.6666667,7,8,13,13,14,14,8
1775,85295,Urban,47,Female,White,8,6,3,Seperated,Employed Full-time,3,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,1,0,0,0,0,2,0,0,7,26,4,7,11,13,17,18,15,7
1537,85367,Urban,52,Female,White,3,2,2,Married,Other,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,0,0,0,0,1,1,0,0,3,34,4.3333335,8,13,13,21,6,20,20
2782,85042,Urban,27,Male,Black,2,2,2,Single,Employed Part-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,0,0,0,0,0,2,0,0,0,4,18,3,9,13,13,13,10,14,18
1663,85213,Urban,46,Female,White,8,3,4,Married,Employed Part-time,2,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,2,0,1,0,0,1,0,1,0,7,23,3.3333333,9,12,13,19,12,17,5
2426,86305,Rural,76,Male,White,8,5,2,Married,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,2,0,0,1,0,0,1,1,0,6,25,2.3333333,11,14,13,15,7,12,6
1723,86336,Rural,86,Female,Black,4,6,1,Single,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,0,1,0,0,0,0,1,0,1,3,35,3.6666667,5,17,14,20,7,19,11
1956,85029,Urban,66,Male,White,6,3,1,Seperated,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,2,0,1,0,0,2,0,0,8,22,4,8,15,14,18,12,17,10
2692,85254,Urban,81,Male,White,6,3,1,Widowed,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,0,0,1,0,0,1,0,9,23,4.3333335,8,15,14,17,13,18,7
2122,86403,Rural,57,Female,White,8,3,1,Single,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,3,0,0,2,2,0,0,0,0,10,23,3.3333333,11,8,14,20,13,13,11
1993,85204,Urban,58,Male,White,1,2,6,Single,Unemployed,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,1,1,0,1,1,0,0,2,0,0,6,28,3.3333333,11,11,14,14,11,14,16
2233,85336,Urban,26,Female,Other,3,2,6,Single,Employed Full-time,0,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,1,2,0,0,0,2,0,0,11,25,4.3333335,11,13,14,13,12,11,11
2338,85215,Urban,79,Female,White,7,5,1,Widowed,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,3,2,3,1,1,0,0,1,0,1,12,36,4.6666665,13,17,14,19,7,18,17
1866,86409,Rural,56,Female,White,1,3,2,Married,Retired,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,2,0,0,0,0,2,0,0,9,27,2.3333333,5,12,15,15,17,14,15
1561,85297,Urban,53,Female,Hispanic,6,2,3,Married,Employed Full-time,2,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,1,0,0,0,2,0,0,0,8,19,1.3333334,7,14,15,14,18,17,16
1869,85027,Urban,76,Male,White,5,2,2,Married,Retired,3,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,2,2,0,1,0,0,1,0,1,9,26,3.6666667,7,12,15,18,12,18,12
1540,85050,Urban,61,Female,White,5,5,1,Seperated,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,1,1,1,0,1,1,0,0,10,28,3,8,17,15,14,16,16,17
2401,85635,Urban,58,Male,White,2,4,2,Seperated,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,1,0,0,0,0,2,0,0,8,31,3,8,15,15,20,6,16,15
1888,85008,Urban,27,Female,Black,8,5,2,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,1,0,1,0,1,0,0,10,30,4.6666665,8,18,15,19,14,21,12
2108,85209,Urban,33,Male,White,6,5,1,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,2,0,0,0,0,1,0,1,8,27,1.6666666,5,14,16,16,8,13,14
1579,86303,Urban,69,Female,White,2,4,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,3,0,0,0,0,2,0,0,6,26,5,5,15,16,17,17,16,12
1943,85705,Urban,79,Female,White,5,5,1,Widowed,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,0,0,0,0,0,1,0,1,3,24,4,7,12,16,20,15,19,8
1719,85710,Urban,74,Male,White,4,5,3,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,2,2,0,0,0,0,1,0,1,7,29,3.3333333,8,18,16,16,6,13,15
2442,85297,Rural,39,Male,White,5,2,1,Single,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,0,0,0,0,0,2,0,0,0,4,18,2.6666667,10,13,16,15,11,18,18
2455,86323,Rural,68,Female,White,3,3,1,Widowed,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,2,0,2,0,0,0,1,1,9,25,2.6666667,5,15,17,16,12,14,9
2129,85928,Rural,48,Female,Hispanic,4,4,3,Married,Unemployed,3,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,0,2,1,0,0,0,1,12,30,4.3333335,5,15,17,19,12,19,12
