Respondent ID,Respondant Zip Code,Urban or Rural,Age,Gender,Ethnicity,Income,Education,Household Size,Marital,Employment,Elections: I think elections are fair and reliable Re-scaled see document for rescaling,"Last Election: Didn't Vote 0, Democrat 1, Republican 2",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live?,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions?,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled: 0=no impact 3=high impact,Energy Crisis Re-scaled 0=no impact 3=high impact,Climate Change Re-scaled 0=no impact 3=high impact,Lack of Natural Resources Re-scaled 0=no impact 3=high impact,Militarty Conflicts Re-scaled 0=no impact 3=high impact,Interstate Conflicts Re-scaled 0=no impact 3=high impact,Employment and Livelihood Re-scaled 0=no impact 3=high impact,Infectious Disease Re-scaled 0=no impact 3=high impact,AI Re-scaled 0=no impact 3=high impact,Cybersecurity Re-scaled 0=no impact 3=high impact,Composite Crisis Score (Sum of all Crisis Scores),Systems Thinking Score 0-1,Trust Score 0-1,Conspiracy 0-1,Complexity 0-1,Openness 0-1,Conscientiousness 0-1,Extraversion 0-1,Agreeableness 0-1,Neuroticism 0-1
1762,85374,Urban,73,Male,White,8,3,3,Married,Retired,3,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,0,0,0,0,0,0,0,2,0,0,2,0.25,0.833333375,0,0.6,0.5555555556,0.8888888889,0.3888888889,0.8888888889,0.2777777778
2536,86001,Urban,74,Male,White,4,6,2,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,0,3,1,0,0,0,1,0,1,7,0.6944444444,0.833333375,0,0.7333333333,0.5555555556,0.5,0.3333333333,0.6111111111,0.3333333333
1718,85281,Urban,50,Female,White,10,6,3,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,1,0,0,1,0,1,0,0,5,0.5555555556,0.916666625,0,0.6,0.5555555556,1,0.7222222222,0.7222222222,0.5
2186,85364,Rural,42,Male,Native American,8,6,4,Married,Employed Full-time,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,1,0,1,0,0,1,0,0,1,5,0.75,0.666666675,0.1333333333,0.2,0.5555555556,0.5555555556,0.6111111111,0.6111111111,0.2777777778
1775,85295,Urban,47,Female,White,8,6,3,Seperated,Employed Full-time,3,2,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,1,0,0,0,0,2,0,0,7,0.7222222222,0.75,0.1333333333,0.4,0.5555555556,0.7777777778,0.8333333333,0.6666666667,0.2222222222
1537,85367,Urban,52,Female,White,3,2,2,Married,Other,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,0,0,0,0,1,1,0,0,3,0.9444444444,0.833333375,0.2,0.5333333333,0.5555555556,1,0.1666666667,0.9444444444,0.9444444444
2782,85042,Urban,27,Male,Black,2,2,2,Single,Employed Part-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,0,0,0,0,0,2,0,0,0,4,0.5,0.5,0.2666666667,0.5333333333,0.5555555556,0.5555555556,0.3888888889,0.6111111111,0.8333333333
1663,85213,Urban,46,Female,White,8,3,4,Married,Employed Part-time,2,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,2,0,1,0,0,1,0,1,0,7,0.6388888889,0.583333325,0.2666666667,0.4666666667,0.5555555556,0.8888888889,0.5,0.7777777778,0.1111111111
2426,86305,Rural,76,Male,White,8,5,2,Married,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,2,0,0,1,0,0,1,1,0,6,0.6944444444,0.333333325,0.4,0.6,0.5555555556,0.6666666667,0.2222222222,0.5,0.1666666667
1723,86336,Rural,86,Female,Black,4,6,1,Single,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,0,1,0,0,0,0,1,0,1,3,0.9722222222,0.666666675,0,0.8,0.6111111111,0.9444444444,0.2222222222,0.8888888889,0.4444444444
1956,85029,Urban,66,Male,White,6,3,1,Seperated,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,2,0,1,0,0,2,0,0,8,0.6111111111,0.75,0.2,0.6666666667,0.6111111111,0.8333333333,0.5,0.7777777778,0.3888888889
2692,85254,Urban,81,Male,White,6,3,1,Widowed,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,0,0,1,0,0,1,0,9,0.6388888889,0.833333375,0.2,0.6666666667,0.6111111111,0.7777777778,0.5555555556,0.8333333333,0.2222222222
2122,86403,Rural,57,Female,White,8,3,1,Single,Employed Full-time,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,3,0,0,2,2,0,0,0,0,10,0.6388888889,0.583333325,0.4,0.2,0.6111111111,0.9444444444,0.5555555556,0.5555555556,0.4444444444
1993,85204,Urban,58,Male,White,1,2,6,Single,Unemployed,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,1,1,0,1,1,0,0,2,0,0,6,0.7777777778,0.583333325,0.4,0.4,0.6111111111,0.6111111111,0.4444444444,0.6111111111,0.7222222222
2233,85336,Urban,26,Female,Other,3,2,6,Single,Employed Full-time,0,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,1,2,0,0,0,2,0,0,11,0.6944444444,0.833333375,0.4,0.5333333333,0.6111111111,0.5555555556,0.5,0.4444444444,0.4444444444
2338,85215,Urban,79,Female,White,7,5,1,Widowed,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,3,2,3,1,1,0,0,1,0,1,12,1,0.916666625,0.5333333333,0.8,0.6111111111,0.8888888889,0.2222222222,0.8333333333,0.7777777778
1866,86409,Rural,56,Female,White,1,3,2,Married,Retired,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,2,0,0,0,0,2,0,0,9,0.75,0.333333325,0,0.4666666667,0.6666666667,0.6666666667,0.7777777778,0.6111111111,0.6666666667
1561,85297,Urban,53,Female,Hispanic,6,2,3,Married,Employed Full-time,2,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,1,0,0,0,2,0,0,0,8,0.5277777778,0.08333335,0.1333333333,0.6,0.6666666667,0.6111111111,0.8333333333,0.7777777778,0.7222222222
1869,85027,Urban,76,Male,White,5,2,2,Married,Retired,3,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,2,2,0,1,0,0,1,0,1,9,0.7222222222,0.666666675,0.1333333333,0.4666666667,0.6666666667,0.8333333333,0.5,0.8333333333,0.5
1540,85050,Urban,61,Female,White,5,5,1,Seperated,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,1,1,1,0,1,1,0,0,10,0.7777777778,0.5,0.2,0.8,0.6666666667,0.6111111111,0.7222222222,0.7222222222,0.7777777778
2401,85635,Urban,58,Male,White,2,4,2,Seperated,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,1,0,0,0,0,2,0,0,8,0.8611111111,0.5,0.2,0.6666666667,0.6666666667,0.9444444444,0.1666666667,0.7222222222,0.6666666667
1888,85008,Urban,27,Female,Black,8,5,2,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,1,0,1,0,1,0,0,10,0.8333333333,0.916666625,0.2,0.8666666667,0.6666666667,0.8888888889,0.6111111111,1,0.5
2108,85209,Urban,33,Male,White,6,5,1,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,2,0,0,0,0,1,0,1,8,0.75,0.16666665,0,0.6,0.7222222222,0.7222222222,0.2777777778,0.5555555556,0.6111111111
1579,86303,Urban,69,Female,White,2,4,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,3,0,0,0,0,2,0,0,6,0.7222222222,1,0,0.6666666667,0.7222222222,0.7777777778,0.7777777778,0.7222222222,0.5
1943,85705,Urban,79,Female,White,5,5,1,Widowed,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,0,0,0,0,0,1,0,1,3,0.6666666667,0.75,0.1333333333,0.4666666667,0.7222222222,0.9444444444,0.6666666667,0.8888888889,0.2777777778
1719,85710,Urban,74,Male,White,4,5,3,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,2,2,0,0,0,0,1,0,1,7,0.8055555556,0.583333325,0.2,0.8666666667,0.7222222222,0.7222222222,0.1666666667,0.5555555556,0.6666666667
2442,85297,Rural,39,Male,White,5,2,1,Single,Employed Full-time,1,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,0,0,0,0,0,2,0,0,0,4,0.5,0.416666675,0.3333333333,0.5333333333,0.7222222222,0.6666666667,0.4444444444,0.8333333333,0.8333333333
2455,86323,Rural,68,Female,White,3,3,1,Widowed,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,2,0,2,0,0,0,1,1,9,0.6944444444,0.416666675,0,0.6666666667,0.7777777778,0.7222222222,0.5,0.6111111111,0.3333333333
2129,85928,Rural,48,Female,Hispanic,4,4,3,Married,Unemployed,3,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,0,2,1,0,0,0,1,12,0.8333333333,0.833333375,0,0.6666666667,0.7777777778,0.8888888889,0.5,0.8888888889,0.5
2096,85383,Urban,73,Male,White,8,5,2,Married,Retired,3,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,0,3,2,2,0,1,0,1,0,12,0.9166666667,1,0.2,0.6,0.7777777778,0.7222222222,0.8333333333,1,0.6666666667
1788,85310,Urban,62,Male,White,8,4,2,Married,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,0,1,0,1,0,0,1,8,0.8333333333,0.5,0.2666666667,0.5333333333,0.7777777778,1,0.6111111111,0.9444444444,0.1111111111
2541,85306,Urban,58,Female,White,8,6,2,Married,Employed Full-time,2,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,0,0,0,0,0,0,0,2,8,0.6944444444,0.666666675,0.2666666667,0.4,0.7777777778,1,0.7777777778,0.7222222222,0.3888888889
2228,85207,Urban,52,Female,Black,8,3,3,Widowed,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,0,0,0,0,0,0,0,2,0,0,2,0.6111111111,0.833333375,0.3333333333,0.6,0.7777777778,0.8888888889,0.8333333333,0.9444444444,0.1666666667
2081,85334,Rural,69,Female,White,2,3,2,Married,Retired,0,2,That there is no great gap between rich and poor,Democracy,Democracy,Democracy,3,3,0,1,0,1,0,1,0,0,9,0.6666666667,0.833333375,0.6666666667,0.2666666667,0.7777777778,0.9444444444,0.7777777778,0.8333333333,0.4444444444
1512,85339,Urban,25,Male,Native American,2,3,4,Single,Employed Full-time,0,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Democracy,0,0,0,0,0,0,2,0,0,0,2,0.5833333333,0,0.7333333333,0.6,0.7777777778,0.7222222222,0.3888888889,0.6111111111,0.4444444444
2446,85031,Urban,58,Female,Hispanic,5,2,2,Married,Other,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,1,0,1,0,1,1,0,0,7,0.5833333333,0.583333325,0,0.7333333333,0.8333333333,1,0.6111111111,0.9444444444,0.2777777778
2399,86336,Rural,59,Male,White,7,5,2,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,1,1,2,0,0,2,0,0,9,0.6944444444,0.666666675,0,0.6666666667,0.8333333333,0.7777777778,1,1,0.05555555556
2242,86326,Rural,76,Female,White,2,2,1,Widowed,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,0,0,0,0,0,1,0,1,4,0.7222222222,0.666666675,0,0.2,0.8333333333,0.6666666667,0.8333333333,1,0.3333333333
1945,85929,Rural,69,Male,White,5,3,2,Married,Retired,2,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,3,1,2,2,0,1,1,0,0,13,0.8055555556,0.666666675,0.06666666667,0.4666666667,0.8333333333,1,0.5555555556,0.8333333333,0.05555555556
2050,85015,Urban,38,Female,White,5,4,1,Seperated,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,1,1,0,0,0,2,0,0,0,7,0.7222222222,0.5,0.1333333333,0.7333333333,0.8333333333,0.6111111111,0.2777777778,0.7777777778,0.6666666667
1517,85224,Urban,22,Female,Other,1,2,3,Single,Unemployed,2,0,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,1,1,0,0,0,1,1,0,0,5,0.3888888889,0.75,0.1333333333,0.4,0.8333333333,0.6111111111,0.5,0.6666666667,0.5555555556
2673,86326,Rural,50,Male,White,7,3,2,Seperated,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,0,1,0,0,0,0,2,0,0,5,0.6111111111,0.583333325,0.2,0.6,0.8333333333,0.7777777778,0.7777777778,0.8333333333,0.8888888889
1767,85017,Urban,42,Female,Hispanic,2,3,2,Single,Unemployed,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,3,1,0,1,1,0,0,0,7,1,0.333333325,0,0.8666666667,0.8888888889,0.7777777778,0.6111111111,0.8888888889,0.2777777778
2372,85029,Urban,27,Male,Hispanic,5,2,3,Single,Employed Full-time,2,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,0,0,1,0,0,2,0,0,0,5,0.75,0.333333325,0.3333333333,0.5333333333,0.8888888889,1,0.5555555556,0.4444444444,0.2777777778
2754,85233,Urban,32,Male,Asian,7,6,5,Single,Employed Full-time,2,0,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Neither,2,1,1,0,0,0,1,1,0,0,6,0.8611111111,0.583333325,0.6,0.6666666667,0.8888888889,0.7777777778,0.6666666667,1,0.3333333333
1616,85375,Urban,30,Female,White,3,3,4,Married,Employed Part-time,2,0,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,1,0,0,0,1,0,0,1,0,5,0.9722222222,0,0,0.3333333333,0.9444444444,0.8333333333,0.8888888889,0.8888888889,0.8888888889
1853,85395,Urban,66,Male,White,8,6,1,Widowed,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,1,2,0,0,1,0,0,0,1,5,0.9166666667,0.333333325,0,0.6,0.9444444444,0.7222222222,0.3333333333,0.9444444444,0.6111111111
2335,85718,Urban,69,Female,White,6,6,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,0,1,0,0,1,0,1,0,0,3,0.7222222222,0.833333375,0,0.8666666667,1,0.7222222222,0.5,0.5555555556,0.2222222222
1622,85041,Urban,71,Male,White,7,3,2,Married,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,0,0,0,0,0,0,1,0,0,3,0.6111111111,0.25,0,0.3333333333,0.1111111111,0.7777777778,0.05555555556,0.7222222222,0.1666666667
2173,85042,Rural,52,Female,Native American,1,2,1,Married,Other,0,0,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,1,0,0,0,0,0,0,0,1,0,2,0.02777777778,0.5,0.2666666667,0.2666666667,0.1666666667,0.4444444444,0.4444444444,0.3888888889,0.5555555556
1744,86409,Urban,41,Male,White,3,1,3,Single,Unemployed,0,2,That the people elect the respective head of state in free elections,Democracy,Neither,Autocracy,1,0,0,0,0,0,0,1,0,0,2,0.3055555556,0,0.2,0.2666666667,0.2777777778,0.05555555556,0.1666666667,0.5,0.9444444444
2759,85543,Rural,46,Female,White,2,4,4,Married,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,0,0,0,0,0,0,1,7,0.4722222222,1,0.3333333333,0.7333333333,0.3333333333,0.8333333333,0.7777777778,1,0.05555555556
2095,86322,Rural,74,Male,White,7,3,2,Married,Retired,1,2,That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,3,3,0,0,0,0,0,1,0,0,7,0.7222222222,0.583333325,0.06666666667,0.4,0.3888888889,1,0.8333333333,0.6111111111,0.3333333333
1948,85296,Urban,29,Female,White,6,5,3,Single,Employed Full-time,1,2,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,0,2,1,0,0,1,0,0,0,6,0.8611111111,0.25,0.2,0.8,0.3888888889,0.8333333333,0.4444444444,0.7222222222,0.3888888889
2277,86004,Urban,87,Male,White,6,2,1,Widowed,Retired,1,2,That there is a well-functioning social system,Democracy,Autocracy,Neither,2,2,2,0,0,0,0,1,0,0,7,0.5277777778,0.666666675,0.2,0.4666666667,0.3888888889,0.8888888889,0.5555555556,0.8888888889,0.4444444444
2296,85367,Rural,50,Female,White,7,3,2,Married,Other,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,1,1,1,0,1,0,0,1,0,0,5,0.5,0.583333325,0.4666666667,0.5333333333,0.3888888889,0.7222222222,0.8333333333,0.8888888889,0.6666666667
2030,85283,Urban,18,Female,White,3,2,4,Single,Employed Full-time,3,0,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Democracy,2,2,2,2,3,0,0,0,1,0,12,0.6388888889,0.5,0.6666666667,0.6,0.3888888889,0.7777777778,1,0.4444444444,0.2777777778
2858,85018,Rural,29,Female,White,5,2,1,Single,Employed Full-time,0,0,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,0,0,0,0,0,0,0,1,0,0,1,0.75,0.25,0,0.6,0.4444444444,0.8888888889,0.3333333333,0.7777777778,1
2717,85044,Urban,46,Female,White,8,6,3,Married,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,1,0,0,0,0,0,0,1,3,0.6388888889,0.333333325,0,0.7333333333,0.4444444444,0.8888888889,0.6666666667,0.8333333333,0.5
1461,85283,Urban,39,Female,White,6,5,1,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,0,1,0,0,1,0,0,7,0.8611111111,0.75,0.1333333333,0.6666666667,0.4444444444,0.8888888889,0.3888888889,0.6111111111,0.3888888889
2267,85123,Rural,54,Female,Hispanic,1,2,3,Single,Employed Part-time,1,1,That there is no great gap between rich and poor,Democracy,Democracy,Democracy,0,0,2,0,0,0,0,1,0,0,3,0.5277777778,0.5,0.3333333333,0.5333333333,0.4444444444,0.6666666667,0.4444444444,0.6666666667,0.6111111111
2654,85742,Urban,57,Male,White,4,4,3,Married,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,0,3,1,1,1,0,0,0,0,8,0.5833333333,0.16666665,0.4,0.4666666667,0.4444444444,0.8333333333,0.3888888889,0.8333333333,0.4444444444
1882,85374,Urban,63,Male,White,8,3,2,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,0,0,0,0,0,0,0,0,1,4,0.5555555556,0.583333325,0.4666666667,0.2,0.4444444444,0.8888888889,0.8333333333,0.8333333333,0.6111111111
2415,85750,Urban,66,Male,White,6,6,2,Married,Retired,2,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,0,0,0,0,0,0,0,1,0,0,1,0.6111111111,0.75,0,0.2,0.5,0.8333333333,0.3333333333,0.6111111111,0.2222222222
2529,85718,Urban,67,Female,White,10,5,1,Widowed,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,0,1,0,0,0,0,1,0,0,3,0.2777777778,0.583333325,0.06666666667,0.3333333333,0.5,0.5,0.8888888889,0.8333333333,0.3333333333
1813,85653,Urban,35,Female,White,8,4,4,Married,Employed Full-time,1,1,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Autocracy,0,0,0,0,0,0,0,1,0,0,1,0.75,0.5,0.2666666667,0.8,0.5,1,0.8333333333,0.7777777778,0.2222222222
2179,86303,Urban,62,Male,White,10,6,3,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Autocracy,Autocracy,1,1,0,0,0,0,0,0,0,1,3,0.5277777778,0.5,0.3333333333,0.4,0.5,1,0.5,0.5,0.3333333333
1457,0,Urban,70,Male,White,7,5,2,Married,Retired,2,1,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,2,0,0,0,0,1,0,0,7,0.6111111111,0.333333325,0.06666666667,0.6,0.5555555556,0.5,0.3333333333,0.5,0.7222222222
2316,85208,Urban,73,Male,White,4,6,2,Married,Employed Part-time,1,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,0,0,0,0,0,1,0,0,4,0.5833333333,0.75,0.06666666667,0.3333333333,0.5555555556,0.6666666667,0.5555555556,0.8888888889,0.1111111111
2386,85033,Urban,27,Male,Hispanic,1,1,5,Married,Employed Full-time,0,0,That there is no great gap between rich and poor,Autocracy,Neither,Neither,0,1,1,1,0,1,0,0,0,0,4,0.3333333333,0,0.1333333333,0.3333333333,0.5555555556,0.5555555556,0.5555555556,0.5,0.3333333333
2388,85233,Urban,19,Male,White,6,2,6,Single,Unemployed,1,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,0,0,0,1,0,0,0,9,0.6944444444,0.16666665,0.5333333333,0.2,0.5555555556,0.7222222222,0.4444444444,0.8333333333,0.6666666667
1466,85712,Urban,34,Male,White,1,5,1,Single,Unemployed,3,0,That the people elect the respective head of state in free elections,Democracy,Autocracy,Autocracy,2,0,2,1,2,0,0,1,0,0,8,0.3333333333,0.25,0,0.6666666667,0.6111111111,0.7777777778,0.4444444444,0.6666666667,0.3888888889
2517,85750,Urban,84,Male,White,5,5,1,Seperated,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,1,0,0,0,0,1,0,0,3,0.6944444444,0.833333375,0.06666666667,0.5333333333,0.6111111111,0.7222222222,0.6666666667,0.8888888889,0.2222222222
1486,85255,Urban,77,Female,White,8,5,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,0,0,0,0,0,1,0,0,3,0.5277777778,0.833333375,0.1333333333,0.6,0.6111111111,0.7777777778,0.6111111111,0.7777777778,0.1666666667
2776,85044,Urban,19,Female,White,1,3,4,Single,Other,2,0,That there is a well-functioning social system,Democracy,Democracy,Democracy,2,0,1,0,0,0,1,0,0,0,4,0.4722222222,0,0.2,0.4,0.6111111111,0.7222222222,0.9444444444,0.3888888889,0.7777777778
1976,85224,Urban,60,Male,White,7,6,2,Married,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,1,0,0,0,0,0,0,1,5,0.5555555556,0.75,0.2,0.5333333333,0.6111111111,0.7777777778,0.4444444444,0.7777777778,0.2777777778
1614,85338,Urban,37,Male,Hispanic,4,2,2,Single,Employed Full-time,2,1,That there is a well-functioning social system,Democracy,Democracy,Democracy,1,1,0,1,0,0,1,0,0,0,4,0.6111111111,0.333333325,0.3333333333,0.6666666667,0.6111111111,0.7777777778,0.1666666667,0.8333333333,0.3888888889
2192,85087,Urban,65,Female,White,7,5,2,Married,Other,2,0,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,2,1,0,0,1,0,0,0,0,4,0.8055555556,0.5,0.4,0.7333333333,0.6111111111,1,0.8333333333,0.6666666667,0.5555555556
2068,85383,Urban,72,Male,White,7,5,1,Single,Retired,2,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,0,0,1,0,0,1,0,0,7,0.5833333333,0.583333325,0.4,0.2,0.6111111111,0.8888888889,0.6111111111,0.6111111111,0.2222222222
2636,85301,Urban,57,Female,White,1,2,1,Single,Unemployed,1,2,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,1,1,0,0,0,0,0,1,0,0,3,0.6111111111,0.583333325,0.5333333333,0.6,0.6111111111,1,0.7222222222,1,0.2222222222
1542,85140,Urban,49,Female,White,9,2,3,Married,Employed Full-time,0,2,That there is no great gap between rich and poor,Democracy,Neither,Neither,3,1,0,0,0,0,1,0,0,0,5,0.6111111111,0.333333325,0.1333333333,0.5333333333,0.6666666667,0.6666666667,0.7222222222,1,0.9444444444
2660,85712,Urban,25,Male,Black,8,5,2,Married,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,0,0,1,1,0,0,0,0,7,0.8333333333,0.583333325,0.1333333333,0.3333333333,0.6666666667,0.5555555556,0.4444444444,0.6666666667,0.6666666667
1510,85013,Urban,42,Male,White,8,6,1,Single,Employed Full-time,2,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,0,1,0,0,0,0,1,0,0,2,0.6111111111,0.666666675,0.2,0.8666666667,0.6666666667,0.8333333333,0.5,0.6666666667,0.3333333333
2378,86047,Urban,39,Female,White,8,5,2,Married,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,2,1,1,1,0,0,0,1,0,0,6,0.8055555556,1,0.2,0.7333333333,0.6666666667,1,0.8888888889,0.9444444444,0.1111111111
2035,86305,Rural,33,Female,White,6,4,4,Married,Employed Full-time,0,2,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,0,0,1,0,1,0,0,0,0,4,0.7777777778,0.333333325,0.3333333333,0.5333333333,0.6666666667,0.8333333333,0.6666666667,0.8888888889,0.6111111111
1826,85378,Urban,73,Female,White,4,5,1,Seperated,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,1,2,0,0,0,0,1,0,0,4,0.75,0.75,0.4,0.6666666667,0.6666666667,0.7222222222,0.1666666667,0.7222222222,0.5
2434,85743,Rural,39,Female,White,5,3,4,Married,Employed Full-time,0,2,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,1,2,1,2,3,0,0,0,1,0,10,0.8888888889,0.5,0.8666666667,0.6666666667,0.6666666667,1,0.5,0.8888888889,0.1666666667
2464,85213,Rural,80,Male,Other,4,4,2,Married,Retired,1,2,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,2,2,0,0,0,1,0,0,0,0,5,0.5277777778,0.75,0.1333333333,0.1333333333,0.7222222222,1,0.9444444444,1,0
2249,85283,Urban,33,Male,White,7,6,1,Single,Employed Full-time,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,0,1,0,0,0,0,1,0,0,2,0.5555555556,0.416666675,0,0.8,0.7777777778,0.6111111111,0.7222222222,0.5,0.6111111111
2191,86327,Rural,60,Male,White,5,3,2,Married,Retired,3,1,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,1,0,1,0,0,1,0,0,5,0.9166666667,0.666666675,0,0.6,0.7777777778,1,1,0.8333333333,0.1666666667
2438,85018,Urban,43,Male,White,6,4,2,Single,Employed Full-time,1,1,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,2,3,0,1,0,0,0,0,11,0.5833333333,0.5,0.2666666667,0.6666666667,0.7777777778,0.9444444444,0.8888888889,0.9444444444,0.5
2829,85281,Urban,29,Female,White,7,2,1,Single,Employed Full-time,2,1,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,0,0,0,0,0,0,1,0,0,0,1,0.7222222222,0.916666625,0.3333333333,0.6,0.7777777778,1,0.9444444444,1,0
